xaxis0,yaxis
9.986872167,0.25810372101993884
9.996861167,0.24996271001993886
10.00685017,0.23975747101993886
10.01683817,0.23072721831993886
10.02682717,0.22477086651993886
10.03681617,0.21289902201993885
10.04680517,0.20069102221993884
10.05679417,0.18835019341993886
10.06678317,0.17790017301993885
10.07677217,0.16716497411993886
10.08676017,0.15885963311993886
10.09674917,0.14495953191993885
10.10673817,0.12847194841993886
10.11672717,0.10968440791993886
10.12671617,0.09931550196993885
10.13670517,0.08447983137993885
10.14669317,0.06965016595993885
10.15668217,0.05921297542993885
10.16667117,0.04318289107993885
10.17666017,0.026474481669938845
10.18664917,0.012670002169938846
10.19663817,-0.002184843656061153
10.20662617,-0.018924636550061154
10.21661517,-0.03830073379006115
10.22660417,-0.049749556710061156
10.23659317,-0.06656741329006115
10.24658217,-0.07642793633006115
10.25657117,-0.09604291596006115
10.26656017,-0.11184798158006115
10.27654817,-0.12220288048006114
10.28653717,-0.13576392058006115
10.29652617,-0.15117111038006115
10.30651517,-0.16414249668006115
10.31650417,-0.17417835418006114
10.32649317,-0.18577066788006114
10.33648217,-0.19566697608006114
10.34647017,-0.20474681978006115
10.35645917,-0.21759577818006115
10.36644817,-0.22553224098006114
10.37643717,-0.23464850318006114
10.38642617,-0.24376233648006115
10.39641517,-0.24609527718006113
10.40640317,-0.25575429928006116
10.41639217,-0.2605815601800611
10.42638117,-0.26507196558006113
10.43637017,-0.26845971468006113
10.44635917,-0.27345088848006116
10.45634817,-0.27610499388006116
10.46633717,-0.27747876178006115
10.47632517,-0.27756903298006114
10.48631417,-0.28004122508006113
10.49630317,-0.27582169298006115
10.50629217,-0.27517161498006115
10.51628117,-0.27307701838006115
10.52627017,-0.26827413568006114
10.53625817,-0.26457209118006114
10.54624717,-0.26140580308006117
10.55623617,-0.25691411618006116
10.56622517,-0.24434769878006116
10.57621417,-0.23909965878006115
10.58620317,-0.22679357958006113
10.59619217,-0.21384156478006114
10.60618017,-0.20244616988006114
10.61616917,-0.19138020998006114
10.62615817,-0.17536254948006114
10.63614717,-0.15965629348006113
10.64613617,-0.14208071658006113
10.65612517,-0.12617979178006114
10.66611417,-0.10752387318006115
10.67610217,-0.08432534315006114
10.68609117,-0.06640437223006115
10.69607637,-0.04473689921006115
10.70606538,-0.023532252540061156
10.71605437,-0.004695980588061153
10.72604338,0.016210917599938847
10.73603138,0.03635692990993884
10.74602037,0.06046779102993884
10.75600938,0.08035334966993886
10.76599837,0.10050006231993885
10.77598738,0.12488955281993885
10.78597637,0.13917956521993885
10.79596538,0.15469434131993887
10.80595338,0.17462206651993886
10.81594237,0.19014403991993886
10.82593138,0.20461828281993885
10.83592037,0.21928244101993885
10.84590937,0.22892855871993886
10.85589838,0.24072530141993886
10.86588737,0.25228016841993883
10.87587538,0.26107978101993884
10.88586438,0.26606830231993883
10.89585337,0.27189689151993884
10.90584238,0.27486192461993886
10.91583137,0.27884443871993886
10.92582038,0.28282960521993883
10.93580937,0.2803496646199389
10.94579737,0.28154405231993884
10.95578638,0.2813648211199389
10.96577537,0.28181513421993887
10.97576438,0.27458813061993886
10.98575337,0.27127730121993887
10.99574238,0.2673840152199389
11.00573038,0.25933780541993884
11.01571937,0.2544626223199389
11.02570838,0.24874684981993886
11.03569737,0.23873736731993886
11.04568638,0.23200752611993886
11.05567538,0.22298873241993886
11.06566437,0.21258728971993884
11.07565238,0.20464067931993885
11.08564137,0.19544106001993886
11.09563037,0.18114122021993886
11.10561938,0.17200014761993884
11.11560837,0.16138797271993885
11.12559738,0.14907471111993886
11.13558637,0.13665027191993886
11.14557437,0.12722044461993887
11.15556338,0.11479786061993885
11.16555237,0.09983231148993885
11.17554138,0.08592448405993885
11.18553037,0.07288457474993885
11.19551938,0.05552263207993885
11.20550837,0.046462074139938844
11.21549637,0.03476893550993885
11.22548538,0.020634206229938844
11.23547437,0.005506919917938847
11.24546338,-0.009720381128061154
11.25545237,-0.025666057840061155
11.26544137,-0.040158673900061156
11.27543038,-0.05295809336006115
11.28541837,-0.06625768520006114
11.29540738,-0.08432190843006114
11.30539638,-0.09524936952006115
11.31538537,-0.10910712908006115
11.32537438,-0.12359565478006115
11.33536337,-0.13664915388006116
11.34535238,-0.14436938588006115
11.35534038,-0.15787986648006114
11.36532937,-0.16893852478006113
11.37531838,-0.18167030048006114
11.38530737,-0.19439000618006114
11.39529638,-0.20096216328006114
11.40528537,-0.21204430588006115
11.41527438,-0.21861458548006116
11.42526238,-0.22734900538006114
11.43525137,-0.23294243938006115
11.44524038,-0.24093642068006116
11.45522937,-0.24713199568006114
11.46521838,-0.25415173898006116
11.47520738,-0.26110229618006114
11.48519637,-0.2611256313800612
11.49518438,-0.26951859128006117
11.50517337,-0.26926428798006113
11.51516237,-0.27353734498006116
11.52515138,-0.27206242808006115
11.53514037,-0.27095375188006116
11.54512938,-0.27378714808006116
11.55511837,-0.26933223728006117
11.56510637,-0.26642481218006114
11.57509538,-0.26320133338006113
11.58508437,-0.25524059658006115
11.59507338,-0.24629238968006115
11.60506237,-0.24058046168006114
11.61505138,-0.23083303098006114
11.62504037,-0.22027587128006115
11.63502837,-0.21299345028006114
11.64501738,-0.19700048098006115
11.65500637,-0.18679951858006114
11.66499538,-0.16938773518006114
11.67498437,-0.15589535958006115
11.68497337,-0.13845988338006116
11.69496292,-0.11982735228006115
11.70495192,-0.10248123828006114
11.71493992,-0.08441249259006114
11.72492892,-0.06220909558006115
11.73491792,-0.046264216080061156
11.74490692,-0.024845361490061155
11.75489592,-0.007619236375061153
11.76488492,0.015549495109938846
11.77487392,0.034761805309938845
11.78486192,0.05691529459993885
11.79485092,0.07687249801993885
11.80483992,0.09523352257993885
11.81482892,0.11125776191993886
11.82481792,0.12622085981993886
11.83480692,0.14709898101993885
11.84479592,0.15986339021993887
11.85478392,0.17655447891993886
11.86477292,0.19033934941993885
11.87476192,0.20366395281993885
11.88475092,0.20955664681993885
11.89473992,0.22127880921993887
11.90472892,0.23009995391993884
11.91471792,0.24067003301993886
11.92470692,0.24500302251993886
11.93469492,0.25029286021993885
11.94468392,0.25423314441993883
11.95467292,0.25907369721993884
11.96466192,0.25914042461993886
11.97465092,0.26289521921993886
11.98463992,0.26498257391993885
11.99462892,0.26280995481993885
12.00461692,0.26248275511993885
12.01460592,0.26297649021993885
12.02459492,0.26008894311993885
12.03458392,0.25470348471993887
12.04457292,0.25587638491993886
12.05456192,0.24900756051993886
12.06455092,0.24399199361993884
12.07453892,0.23934265251993886
12.08452792,0.23092528451993885
12.09451692,0.22215922941993885
12.10450592,0.21309790781993884
12.11449492,0.20650471021993885
12.12448392,0.19583476351993886
12.13447292,0.18579571711993886
12.14446192,0.17304544921993886
12.15444992,0.16304848361993884
12.16443892,0.15479449201993886
12.17442792,0.14402493111993886
12.18441692,0.12959042961993886
12.19440592,0.11671697371993885
12.20439492,0.10144511631993886
12.21438392,0.08845181784993886
12.22437292,0.07732105276993885
12.23436092,0.06814779362993885
12.24434992,0.049529951289938846
12.25433892,0.03708260528993885
12.26432792,0.021470938099938847
