xaxis0,yaxis
19.983127,-1.2260740953393654
20.003105,-0.9216072383393659
20.023083,-0.5937889393393654
20.043061,-0.2547439873393671
20.063039,0.09642575166063416
20.083017,0.45388242066063356
20.102994,0.7814013406606346
20.122972,1.0987414206606338
20.14295,1.3738692906606342
20.162928,1.6105271606606344
20.182906,1.7971890006606337
20.202883,1.9313100906606344
20.222861,1.9931315306606336
20.242839,2.0148364006606343
20.262817,1.966337250660633
20.282795,1.8536216406606343
20.302773,1.6870181006606337
20.32275,1.4788010906606335
20.342728,1.2116067206606331
20.362706,0.9051939106606337
20.382684,0.5917457306606337
20.402662,0.24521634066063314
20.42264,-0.11179125933936618
20.442617,-0.46056597833936586
20.462595,-0.7912283623393659
20.482573,-1.1106640923393662
20.502551,-1.3772597033393659
20.522529,-1.6233479603393661
20.542507,-1.8106085503393663
20.562484,-1.9387420953393661
20.582462,-2.008796416339366
20.60244,-2.0185261833393664
20.622418,-1.9637401113393667
20.64239571,-1.8499766833393663
20.66237271,-1.6868159783393661
20.68235071,-1.466324492339366
20.70232871,-1.2030220323393657
20.72230671,-0.902746459339367
20.74228471,-0.5756766043393657
20.76226271,-0.2315422353393668
20.78223971,0.12396847666063415
20.80221771,0.47214444066063344
20.82219571,0.8014596306606343
20.84217371,1.1116146506606341
20.86215171,1.3841978206606331
20.88212971,1.621005370660633
20.90210671,1.8016796606606338
20.92208471,1.9310107106606331
20.94206271,1.9944787306606333
20.96204071,2.0022625406606345
20.98201871,1.9563081106606344
21.00199671,1.827725490660633
21.02197371,1.6663610506606332
21.04195171,1.4385348206606334
21.06192971,1.184363370660634
21.08190771,0.8899256606606336
21.10188571,0.5592632806606339
21.12186371,0.21078793466063317
21.14184071,-0.13813647333936707
21.16181871,-0.48331866333936624
21.18179671,-0.820567351339367
21.20177471,-1.1277286063393657
21.22175271,-1.398216124339367
21.24173071,-1.6170610343393665
21.26170771,-1.7975856313393663
21.28168571,-1.9317067253393665
21.30166371,-1.997270385339366
21.32164171,-1.9987672723393661
21.34161971,-1.9424843133393663
21.36159771,-1.823332091339366
21.38157471,-1.6559801013393667
21.40155271,-1.4417755423393661
21.42153071,-1.171886779339367
21.44150871,-0.871461516339366
21.46148671,-0.5303209223393655
21.48146471,-0.1998082263393659
21.50144171,0.15465466366063296
21.52141971,0.49819028066063353
21.54139771,0.8261582606606339
21.56137571,1.1411033306606342
21.58135371,1.4029089106606332
21.60133171,1.6257954106606345
21.62130971,1.8099125406606333
21.64128671,1.9286156906606333
21.66126525,1.995227170660634
21.68124325,1.9845992706606346
21.70122125,1.9352020006606345
21.72119925,1.8247317206606333
21.74117725,1.6439077506606345
21.76115425,1.4214703106606343
21.78113225,1.1559225206606332
21.80111025,0.8542997406606343
21.82108825,0.5291758406606331
21.84106625,0.18938244766063406
21.86104425,-0.16702639633936656
21.88102125,-0.5111607653393655
21.90099925,-0.8446672353393669
21.92097725,-1.152427245339366
21.94095525,-1.4095924673393654
21.96093325,-1.634125548339366
21.98091125,-1.8251283563393663
22.00088925,-1.9415861803393666
22.02086625,-1.9954741203393667
22.04084425,-2.003108245339366
22.06082225,-1.9264676203393662
22.08080025,-1.8158476553393665
22.10077825,-1.6453522023393656
22.12075625,-1.4163284593393666
22.14073325,-1.147786895339367
22.16071125,-0.8358356013393671
22.18068925,-0.510112944339367
22.20066725,-0.17136736933936625
22.22064525,0.17710797166063408
22.24062325,0.520643590660633
22.26060125,0.8487612606606341
22.28057825,1.153677190660634
22.30055625,1.4127883606606346
22.32053425,1.6310345206606343
22.34051225,1.8040746806606336
22.36049025,1.9375970206606343
22.38046825,1.9857967806606336
22.40044525,1.987742740660634
22.42042325,1.9331063506606334
22.44040125,1.807367830660633
22.46037925,1.6289388706606331
22.48035725,1.4027592206606343
22.50033525,1.1322717006606329
22.52031325,0.8355886506606343
22.54029025,0.5032796906606336
22.56026825,0.15675030566063342
22.58024625,-0.1930722343393665
22.60022425,-0.5295724783393663
22.62020225,-0.8657733453393668
22.64018025,-1.159312926339366
22.66015771,-1.415430327339367
22.68013471,-1.6426578053393666
22.70011271,-1.8089619743393666
22.72009071,-1.9318564143393662
22.74006871,-1.9784096063393664
22.76004671,-1.9821518243393665
22.78002471,-1.9129956353393665
22.80000271,-1.7880055533393664
22.81997971,-1.6170610343393665
22.83995771,-1.3944739063393659
22.85993571,-1.1197951043393655
22.87991371,-0.8177232653393656
22.89989171,-0.4902043443393662
22.91986971,-0.14606997633936558
22.93984771,0.20195629966063322
22.95982471,0.550132260660634
22.97980271,0.8700170606606346
22.99978071,1.1711907706606333
23.01975871,1.4346429106606333
23.03973671,1.6515418706606333
23.05971471,1.8154510206606336
23.07969271,1.9295138206606346
23.09967071,1.9780129706606342
23.11964771,1.9738216906606336
23.13962571,1.9054139406606332
23.15960371,1.7879082906606332
23.17958171,1.6048389906606335
23.19955971,1.3716239606606333
23.21953771,1.1057767906606344
23.23951571,0.8059502906606344
