xaxis0,yaxis,eq:p0*p1**x0*cos(p2*x0)_para:[0.48657252 0.99655446 0.0300163 ]mse:0.0029856523434769735,eq:p0*p1**x0*cos(p2 + p3*x0)_para:[0.48199053 0.99667432 0.0625903  0.02973043]mse:0.00298014090798297
305.165,-0.2300564281501153,-0.163795885123231,-0.16714242099907714
308.5110000000004,-0.2232833683601948,-0.1655023994011496,-0.16936228465815778
311.89100000000053,-0.2225308061613148,-0.1654905595265019,-0.16985261963373677
315.2370000000001,-0.2132492057084607,-0.1638000864459969,-0.16863708071940423
318.58200000000033,-0.2062252918522468,-0.1604959145008265,-0.16577976038382028
321.9390000000003,-0.1959402751342194,-0.1556278869793037,-0.1613263473681078
325.2960000000003,-0.1896689234768855,-0.1492900697592399,-0.15536369191788177
328.6329999999998,-0.1766245120296312,-0.1416303105964777,-0.1480325531520643
331.9750000000004,-0.1688480359745373,-0.132708663564602,-0.13939091775802626
335.3200000000006,-0.1580613111239231,-0.1226445040293659,-0.12955342056519673
347.0619999999999,-0.1121550169922395,-0.0802458382697844,-0.08747442204660182
350.45400000000063,-0.0955986486168782,-0.0665447303666383,-0.07371697539226064
353.79,-0.0810491127718637,-0.052705038710921,-0.059754200208873634
357.1400000000003,-0.0654961606616758,-0.0385922993087858,-0.04545005798757398
360.4870000000001,-0.0504449166840747,-0.0244243529515127,-0.031023514401711593
363.8270000000002,-0.0361462349053536,-0.0103625817947031,-0.016637804040486683
367.1779999999999,-0.0198407205962856,0.0035280178274443,-0.002358062034710434
370.52300000000014,-0.0055420388175645,0.0170414244286354,0.011605116318490634
373.8720000000003,0.0067498104308097,0.0300896970642514,0.02516160912203857
377.2179999999999,0.0210484922095308,0.0425246447853472,0.03815803155850409
380.5550000000003,0.0363505902534253,0.0542159154007063,0.050457952320556124
383.9080000000004,0.0466356069714528,0.0651466449377216,0.062043801948862325
387.2600000000002,0.0561680614906002,0.0751640615899979,0.07275379529169729
401.2350000000006,0.0845145709817491,0.1055473629493404,0.10627971552112492
404.60300000000007,0.0900333604402029,0.1098622780105165,0.11137410172545653
407.97600000000057,0.0927927551694298,0.1129581447684018,0.11524309457741856
411.3249999999998,0.09580300396495,0.1148151775794292,0.117852457773281
414.6999999999998,0.0953012958323633,0.1154690893318509,0.11924127410000744
418.0470000000005,0.09580300396495,0.1149315497671047,0.11940188774720391
421.3879999999999,0.0963047120975367,0.1132494202789228,0.1183789417232455
424.7300000000005,0.0912876307716696,0.1104648166997783,0.11620910795666524
428.076,0.0902842145064962,0.1066260585016709,0.11293464991788961
431.4210000000003,0.0860196953795092,0.1018001705546212,0.10861565751906646
434.7640000000001,0.0822568843851089,0.0960610939719404,0.10332053644809508
438.107,0.0759855327277751,0.0894849544759299,0.0971208948034552
450.1320000000005,0.0546629370928401,0.0602790610428507,0.06865465211657766
453.518,0.0443779203748126,0.0509081652217076,0.05930785012620268
456.8739999999998,0.036099736187132,0.0413143954316773,0.04965600950189994
460.22400000000016,0.0280724060657447,0.0315384117009578,0.03974096105396315
463.5540000000001,0.019041659679184,0.0217257914335351,0.029710905287507944
466.906,0.0082549348285698,0.0118543712303054,0.01954279958133774
470.2600000000002,-0.0025317900220443,0.0020828719814741,0.009399054070185637
473.60300000000007,-0.012315098607485,-0.0074551664454237,-0.0005815172422190305
476.9450000000006,-0.0236035315906859,-0.0166977820575876,-0.010333630266856865
480.3010000000004,-0.0351428186401801,-0.0255976722561112,-0.019807668926288984
483.64800000000014,-0.0461803975570877,-0.03401188030707,-0.028851245989073498
486.9880000000003,-0.0564654142751151,-0.041874497700688,-0.03739222470695055
490.3209999999999,-0.0667504309931426,-0.0491221517005482,-0.045360238618834196
504.5060000000003,-0.109646476329306,-0.0720574553869124,-0.07167430032634513
507.85100000000057,-0.1156669739203464,-0.075393360114802,-0.07583748334147054
511.21500000000015,-0.1201823471136268,-0.0779042848130901,-0.07917491936789083
514.6090000000004,-0.1257011365720806,-0.079573678777525,-0.08166419243134507
517.9340000000002,-0.1327250504282944,-0.0803702828398356,-0.08324230466967908
521.2890000000007,-0.1372404236215748,-0.0803436967955476,-0.08397465831946316
524.6350000000002,-0.1410032346159751,-0.0795056550665592,-0.08385638688168814
527.9769999999999,-0.1422575049474418,-0.0778865523485528,-0.08291207694370921
531.3180000000002,-0.1430100671463219,-0.075520812185609,-0.08117023610138427
534.6500000000005,-0.1425083590137352,-0.0724580900542497,-0.0786731952457781
537.9930000000004,-0.1450168996766687,-0.0687263256251122,-0.07544674717557893
541.3280000000004,-0.144515191544082,-0.0643982167655985,-0.07155579881590306
554.2210000000005,-0.1344810288923479,-0.0430830081357451,-0.0512353255086031
557.5830000000005,-0.1297148016327742,-0.0366440914238497,-0.04486313118816329
560.9290000000001,-0.1251994284394939,-0.0300115890335067,-0.03821606247038274
564.2840000000006,-0.1204332011799201,-0.0232091781648458,-0.03131840849478116
567.6300000000001,-0.1149144117214664,-0.016345457713583,-0.02428055943824955
570.9750000000004,-0.109646476329306,-0.0094754991790659,-0.017159599249038968
574.3180000000002,-0.101870000274212,-0.0026707970059435,-0.010030039842155341
577.6500000000005,-0.0938426701528247,0.0039838995672684,-0.0029814868847498556
580.9920000000002,-0.0885747347606643,0.0104664462709117,0.003962114243569044
584.3159999999998,-0.0818016749707438,0.016662979474758,0.010677945833335485
587.6460000000006,-0.0742760529819432,0.0225632533502338,0.01715374400781051
590.9900000000007,-0.067001285059436,0.0281262998543689,0.02334441212715999
594.3180000000002,-0.0599773712032221,0.0332552055014071,0.029140915321008858
608.4340000000002,-0.0261120722536194,0.0496224599841823,0.048653329240898144
611.7860000000001,-0.0215966990603391,0.0520783946268174,0.05188960795940029
615.1469999999999,-0.0110608282760183,0.0539547963432322,0.05454513233478796
618.5190000000002,-0.0077997254142047,0.0552418714099181,0.05660269633636196
621.8770000000004,0.0029869994364094,0.0559313943638565,0.058040726098395064
625.2210000000005,0.0082549348285698,0.0560372348929648,0.05886599031034913
628.5680000000002,0.0112651836240901,0.0555749864982084,0.05909086767578845
631.9189999999999,0.0162822649499571,0.0545604157627168,0.05872459689993992
635.2730000000001,0.0228044706735843,0.0530150237378383,0.057782159599557084
638.625,0.0263164276016912,0.0509686469991829,0.05628677904897498
641.9760000000006,0.027570697933158,0.0484535444669379,0.05426582051163441
645.317,0.0313335089275583,0.0455147776405484,0.0517588067310477
658.5060000000003,0.0358488821208386,0.0305128842878663,0.037802952038071526
661.8540000000003,0.0288249682646248,0.0260660016018484,0.033444097652752046
665.2340000000004,0.0323369251927317,0.0214126024673413,0.02880498849293529
668.5780000000004,0.0308318007949716,0.0166971640479805,0.02403040894172728
671.9270000000006,0.027570697933158,0.0119138125316043,0.019115974583295947
675.2830000000004,0.0260655735353979,0.0071092944920324,0.014109884569949088
678.6300000000001,0.0218010544084109,0.0023552970352164,0.009087451584137691
681.9740000000002,0.0197942218780641,-0.0023097786629386,0.00409020648637832
685.3200000000006,0.0140245783533169,-0.0068477773030747,-0.0008403005550717379
688.6490000000003,0.0090074970274499,-0.0111913615504404,-0.00562970687129196
691.9930000000004,0.0029869994364094,-0.0153425221800472,-0.010279309978711447
695.3249999999998,-0.0007758115579908,-0.0192307474087983,-0.014709274464776245
698.6660000000002,-0.0047894766186844,-0.022847377839741,-0.01890850499856087
710.7359999999999,-0.0271154885187928,-0.0331322377697199,-0.03152850762987348
714.125,-0.0374005052368203,-0.0351451551829559,-0.03423269407776252
717.473,-0.041414170297514,-0.0367307305262115,-0.036503579278895144
720.8380000000006,-0.0459295434907943,-0.0379137900981931,-0.03837089050118129
724.183,-0.050695770750368,-0.0386792787691452,-0.03980529598963586
727.5280000000002,-0.0589739549380487,-0.0390370689954532,-0.04081421052456046
730.8739999999998,-0.0664995769268493,-0.0389927847514878,-0.04139713914653747
734.2210000000005,-0.071265804186423,-0.038555701581019,-0.04155732958709875
737.558,-0.0760320314459967,-0.0377421490571837,-0.04130365448248235
740.8980000000001,-0.0820525290370371,-0.0365669470709887,-0.040648028363370045
744.25,-0.0895781510258377,-0.0350446751175965,-0.039601388113253956
747.5960000000005,-0.089076442893251,-0.0332057629074327,-0.03818722638716165
750.9369999999999,-0.0930901079539447,-0.0310770254866638,-0.03642902842347955
766.1890000000003,-0.1041276868708522,-0.0184720437009946,-0.02476385078403344
769.5460000000003,-0.1043785409371455,-0.0152614022464833,-0.02158585283929881
772.9050000000007,-0.1023717084067987,-0.0119672600893489,-0.01826100932392061
776.2570000000005,-0.1066362275337857,-0.0086338650489952,-0.014834788897310807
779.6030000000001,-0.1016191462079187,-0.0052952241507187,-0.01134313745594968
782.9450000000006,-0.0996123136775719,-0.001983296548459,-0.007820377697461392
786.3040000000001,-0.0996123136775719,0.0012894415326881,-0.004280085907540583
789.6490000000003,-0.0958495026831715,0.0044610023751518,-0.0007899235602341749
792.9930000000004,-0.0935918160865314,0.0075142708528322,0.0026301248791656506
796.326,-0.0908324213573045,0.0104128038859573,0.005938093169740449
799.6670000000004,-0.0888255888269577,0.0131474296495649,0.00912251930933281
803.0050000000001,-0.0855644859651441,0.0156851958355607,0.012144155961398423
818.0929999999998,-0.0664995769268493,0.0242249892942256,0.023155400160640795
821.4840000000004,-0.0594756630706354,0.0254013662431993,0.024916686804235543
824.8090000000002,-0.0544585817447683,0.0262727608895313,0.026359558570600444
828.1620000000003,-0.0486889382200212,0.0268662322696678,0.027521546942483745
831.5079999999998,-0.0411633162312206,0.0271734428989932,0.028382753479147073
834.848,-0.0399090458997538,0.0271995323291134,0.02894321874823355
838.1850000000004,-0.0346411105075934,0.0269517757109791,0.029205700757673474
841.5280000000002,-0.0298748832480197,0.0264378876712402,0.029174473815216
844.8760000000002,-0.0246069478558593,0.0256679804806778,0.02885490521832854
848.2200000000003,-0.0193390124636989,0.0246575903020809,0.028257231626846957
851.567,-0.0180847421322321,0.0234204349928757,0.02739239391769187
854.9180000000006,-0.011562536408605,0.0219731274365956,0.026273775685685563
869.4270000000006,0.0012310209723559,0.0137978917677734,0.018956610579727036
872.768,0.0049938319667562,0.0116029330597585,0.016821601310779363
876.1140000000005,0.0057463941656363,0.0093378133352834,0.014564084403219752
879.4630000000006,0.0067498104308097,0.0070280686805314,0.012209994277749303
882.8010000000004,0.0070006644971031,0.0047076856825587,0.009794786522604525
886.1460000000006,0.0082549348285698,0.00238802845372,0.007330996846594084
889.4940000000006,0.0080040807622765,9.519252545534058e-05,0.004846739971338121
892.835,0.0077532266959831,-0.0021416054217228,0.002374394538587947
896.183,0.0057463941656363,-0.0043102959375346,-7.20313522750612e-05
899.5250000000005,0.0047429779004629,-0.0063822522697113,-0.0024595538107494565
902.8739999999998,0.0037395616352895,-0.0083466588321337,-0.004774953247214415
906.2179999999998,0.0014818750386493,-0.0101791300641948,-0.00698867484465348
920.1710000000004,-0.0130676608063651,-0.0161217222400253,-0.0147574767418655
923.554,-0.0143219311378318,-0.0170911894784298,-0.016201983487208697
926.92,-0.0180847421322321,-0.0178585673238743,-0.017444568725128846
930.273,-0.0205932827951657,-0.0184240915210642,-0.018481202047772878
933.6260000000002,-0.0276171966513796,-0.0187899163345709,-0.019311190988111602
936.9740000000002,-0.0326342779772466,-0.0189568004391506,-0.019930082306616703
940.3200000000006,-0.0343902564413001,-0.0189283550958152,-0.020337579171544603
943.6490000000005,-0.0396581918334605,-0.018711065443186,-0.020534256693553878
946.9920000000002,-0.0436718568941541,-0.018309677833161,-0.02052489265264616
950.3200000000006,-0.0479363760211411,-0.0177359099089336,-0.02031427502757349
953.652,-0.0532043114133015,-0.016997060825391,-0.019908688610816513
956.9930000000004,-0.0574688305402885,-0.0161022477217261,-0.019314683227489395
971.8069999999998,-0.0710149501201296,-0.0106241640610813,-0.01471158496481161
975.1640000000008,-0.0752794692471166,-0.0091288874353546,-0.013302199751917777
978.5110000000004,-0.0780388639763435,-0.0075798047241369,-0.011796054081787508
981.8510000000006,-0.0800456965066903,-0.0059928976051328,-0.010209660763122507
985.1980000000004,-0.0812999668381571,-0.0043784882449312,-0.008553933757697111
988.5420000000004,-0.0828050912359172,-0.0027581770381443,-0.006851520465691819
991.9000000000004,-0.0853136318988507,-0.00114032671061,-0.005111567569706318
995.2530000000006,-0.0815508209044504,0.0004497020482173,-0.003361748495191446
998.6000000000004,-0.084811923766264,0.0019960660945492,-0.0016202693153338948
1001.9440000000004,-0.0855644859651441,0.0034856430797431,9.733187578399637e-05
1005.2920000000004,-0.084059361567384,0.0049077367609002,0.001778105315790101
1008.6270000000004,-0.0823033831033305,0.0062427109254258,0.0033979881280820283
1021.669,-0.079794842440397,0.010479832240634,0.008947116826841182
1025.0160000000003,-0.0742760529819432,0.0112736120894849,0.010110935715931791
1028.4340000000002,-0.0715166582527163,0.0119479698815921,0.011169520341597882
1031.7579999999998,-0.0672521391257293,0.0124680441267625,0.012065539723140178
1035.107,-0.0652453065953825,0.0128544684517107,0.012829200606185991
1038.4480000000003,-0.0624859118661556,0.0131016417893322,0.013447457204448674
1041.786,-0.0589739549380487,0.0132112772314318,0.013918998411863556
1045.134,-0.0567162683414085,0.0131854068686662,0.014243759611601094
1048.4830000000002,-0.0519500410818348,0.013026799428555,0.014420192783054222
1051.821,-0.0479363760211411,0.0127412255318077,0.014449845030973057
1055.1750000000002,-0.0451769812919143,0.0123319143124111,0.014335574785057198
1058.5190000000002,-0.041414170297514,0.0118086210278438,0.014082179570750128
1061.8670000000002,-0.0391564837008738,0.011177390622255,0.013694565080241812
1075.9040000000005,-0.0236035315906859,0.0075737958916548,0.010782650477892002
1079.259,-0.0203424287288723,0.006540541171851,0.009829516247087083
1082.602,-0.020844136861459,0.0054684733203485,0.008803414375460193
1085.9440000000004,-0.0153253474030053,0.0043660906733555,0.007713241226363068
1089.295,-0.0118133904748983,0.003241844435699,0.006567750553404413
1092.6310000000003,-0.0110608282760183,0.0021155456635968,0.005387706677993137
1095.9750000000004,-0.0113116823423116,0.0009909820012486,0.0041776565018746305
1099.3200000000006,-0.0085522876130847,-0.0001182400521609,0.002952586266803849
1102.6500000000003,-0.008050579480498,-0.0011961697089669,0.0017307899673035853
1105.9930000000004,-0.0062946010164445,-0.0022416247489395,0.000514131164448311
1109.3249999999998,-0.0067963091490313,-0.003237441052794,-0.0006769266064892241
1112.6660000000002,-0.0052911847512711,-0.0041806632203641,-0.001838262803238122
1125.5960000000005,-0.0095557038782581,-0.0071688425067289,-0.005833250417701285
1128.9610000000002,-0.0100574120108448,-0.0077445726125969,-0.0066997823859531085
1132.3290000000006,-0.0118133904748983,-0.0082284084948224,-0.007480673807930413
1135.6760000000004,-0.0145727852041252,-0.0086148497197522,-0.008165204582346665
1139.018,-0.0168304718007654,-0.0089050863977692,-0.008752942569352681
1142.3600000000006,-0.0203424287288723,-0.0090990228816902,-0.009241281674038863
1145.7080000000003,-0.0220984071929258,-0.0091969921974359,-0.009628187778545367
1149.0550000000003,-0.0248578019221527,-0.009199784946354,-0.009911048447260495
1152.3810000000003,-0.0271154885187928,-0.0091104392785483,-0.010088689359041659
1155.732,-0.0303765913806064,-0.0089305762784948,-0.010163911041363539
1159.076,-0.0318817157783666,-0.0086650492540657,-0.010136702697037094
1162.4050000000009,-0.0346411105075934,-0.0083199433865669,-0.010010636408267756
1165.7430000000004,-0.0396581918334605,-0.0078983022189947,-0.009788494315067946
1179.4260000000004,-0.0537060195458882,-0.0055140853029178,-0.007980105707614397
1182.764,-0.0557128520762351,-0.0048097742184245,-0.007351951414250482
1186.1100000000006,-0.0587231008717553,-0.0040713857558187,-0.006663456512677229
1189.4499999999998,-0.0612316415346888,-0.0033101413965543,-0.005925531513756595
1192.7880000000005,-0.0637401821976224,-0.0025334199065043,-0.0051458642804755265
1196.1350000000002,-0.0644927443965024,-0.0017468199234554,-0.00433040744527636
1199.4830000000002,-0.0680047013246094,-0.0009603071760667,-0.0034897787494890847
1202.822,-0.071265804186423,-0.0001841317233566,-0.002635416656477327
1206.1750000000002,-0.0700115338549562,0.0005793535757451,-0.001770250681175446
1209.5190000000002,-0.0697606797886628,0.0013175485494517,-0.0009089058720663032
1212.8720000000003,-0.0722692204515964,0.0020274731072389,-5.528022248545751e-05
1216.2179999999998,-0.0747777611145299,0.0026992399985002,0.0007783178756399205
1228.222000000001,-0.0735234907830631,0.004722343552345,0.00350301072648983
1231.5910000000003,-0.071265804186423,0.0051616697266955,0.004163889545196963
1234.9499999999998,-0.0715166582527163,0.0055370554276448,0.004766602402252095
1238.3020000000006,-0.0672521391257293,0.0058469315612853,0.005307354868580174
1241.6490000000003,-0.0705132419875429,0.0060901727871308,0.005782769122683126
1244.991,-0.0667504309931426,0.0062661303594761,0.006189853165260405
1248.3159999999998,-0.063489328131329,0.0063745860372495,0.006525299726631155
1251.643,-0.0624859118661556,0.0064170367437649,0.006789730706833168
1254.987,-0.0637401821976224,0.0063941945194726,0.006982691791242506
1258.3190000000004,-0.0574688305402885,0.006307825617024,0.007102049341725905
1261.6509999999998,-0.0554619980099417,0.0061602729769543,0.007149052639080574
1264.9920000000002,-0.0527026032807148,0.0059537728723537,0.007124668277304889
1268.322,-0.0491906463526079,0.0056930054132074,0.007030910882156583
1281.8910000000003,-0.0386547755682871,0.0041504302887861,0.005992485293478511
1285.2910000000002,-0.0363970889716469,0.0036684707181291,0.005587534321766329
1288.625,-0.0348919645738868,0.0031695631365096,0.005143758237238964
1291.9760000000006,-0.0306274454468998,0.0026475475689978,0.00465659903964832
1295.317,-0.029373175115433,0.0021122814593684,0.004135560265223855
1298.648,-0.0276171966513796,0.0015695962406448,0.0035868518771203866
1301.9880000000005,-0.0233526775243925,0.0010220683058915,0.003013418014581333
1305.3200000000006,-0.0223492612592191,0.0004780381342656,0.0024243040267451915
1308.6500000000003,-0.0218475531266324,-5.8088725251936926e-05,0.0018246822085110155
1311.9930000000004,-0.0195898665299923,-0.0005834630002908,0.0012179615094117086
1315.3140000000003,-0.0180847421322321,-0.001087701707383,0.0006165338155481928
1318.6419999999998,-0.0188373043311122,-0.0015706840385607,2.1012132483813225e-05
1321.9850000000006,-0.0175830339996454,-0.0020290009112196,-0.0005642451932319282
1336.429,-0.0143219311378318,-0.003611433142638,-0.0028172254349167264
1339.817,-0.0168304718007654,-0.0038727263530697,-0.0032547659053595015
1343.17,-0.0178338880659388,-0.004085921610056,-0.003645658197709685
1346.513,-0.0185864502648188,-0.0042523928704898,-0.0039907065996749504
1349.862,-0.0183355961985255,-0.0043723891131543,-0.004289204633349968
1353.2089999999998,-0.0195898665299923,-0.0044453966544006,-0.004538439170930811
1356.5550000000003,-0.020844136861459,-0.0044718339593946,-0.004737164025016161
1359.906,-0.0238543856569793,-0.0044524631093696,-0.004884786948642767
1363.259,-0.0256103641210327,-0.0043884039834429,-0.004980684429532517
1366.602,-0.0281189047839663,-0.0042817077568939,-0.005024888695005893
1369.9440000000004,-0.0326342779772466,-0.0041343497124905,-0.005018465960643725
1373.2960000000005,-0.0318817157783666,-0.0039481059277992,-0.004962375123875885
1387.981000000001,-0.0429192946952741,-0.0027536531801832,-0.004181080720611436
1391.3240000000003,-0.0446752731593275,-0.0024153336624258,-0.00389703264949893
1394.665,-0.0471838138222611,-0.0020606098130339,-0.003580923521311229
1398.0030000000006,-0.049943208551488,-0.0016935680450124,-0.0032367444442828797
1401.321,-0.0519500410818348,-0.0013201409176368,-0.0028705124967428435
1404.6509999999998,-0.0554619980099417,-0.000940692656039,-0.0024829096600009204
1407.9940000000006,-0.0567162683414085,-0.0005589803232437,-0.002077860838813769
1411.3249999999998,-0.0589739549380487,-0.0001816922147435,-0.0016627087673498073
1414.6660000000002,-0.0604790793358088,0.0001899359908009,-0.0012390779533494167
1418.004,-0.062736765932449,0.0005508611190465,-0.0008129240096775108
1421.331,-0.0617333496672755,0.0008969124945672,-0.0003895253003098562
1424.6770000000006,-0.0632384740650357,0.0012279809975824,3.076822229408033e-05
1436.772,-0.0687572635234894,0.0022396136232983,0.0014428292268058658
1440.164000000001,-0.0657470147279692,0.0024611586800223,0.001793056103200996
1443.5110000000004,-0.0657470147279692,0.0026497227128447,0.0021130979575195697
1446.8510000000006,-0.0657470147279692,0.0028069196172778,0.0024045679849259076
1450.1980000000003,-0.067753847258316,0.0029325283218699,0.002666415509969925
1453.5420000000004,-0.0654961606616758,0.0030255786726826,0.0028958819028907837
1456.9000000000003,-0.0632384740650357,0.0030861839648373,0.0030924014475472474
1460.2530000000006,-0.0604790793358088,0.0031140066825401,0.003253523153425862
1463.598,-0.0599773712032221,0.0031096751544338,0.003378482710359703
1466.9430000000002,-0.0587231008717553,0.0030740697710149,0.0034672577980467125
1470.2920000000004,-0.0597265171369287,0.0030081673431567,0.0035198086211819853
1473.6260000000002,-0.0562145602088218,0.0029138370267871,0.003536294000453855
1476.9760000000006,-0.0562145602088218,0.0027918027503717,0.0035174808074430026
1491.8870000000006,-0.0446752731593275,0.0019702586476073,0.0030358067631371197
1495.2400000000007,-0.0426684406289807,0.0017367981304475,0.00284844429027562
1498.5880000000006,-0.0406616080986339,0.0014914478734099,0.0026372333464847212
1501.938,-0.037902213369407,0.0012364747662945,0.002404394393361655
1505.289000000001,-0.0358953808390602,0.0009747398732963,0.0021527546044321083
1508.6239999999998,-0.0321325698446599,0.0007103940024081,0.0018866028405246686
1511.9679999999998,-0.0331359861098333,0.000444224332182,0.001606975155375232
1515.299,-0.0296240291817264,0.0001806714707524,0.0013187565190365053
1518.643,-0.0283697588502596,-7.969881403334371e-05,0.001022763206829442
1521.986,-0.0276171966513796,-0.0003332494873527,0.0007232669713149092
1525.3280000000004,-0.0263629263199128,-0.0005775864627577,0.0004233087921518191
1528.6760000000004,-0.024356093789566,-0.0008109411209016,0.00012524418410947468
1541.3820000000003,-0.0213458449940457,-0.0015580151122422,-0.000934363634847159
1544.764,-0.0218475531266324,-0.0017122893143443,-0.0011852485914048017
1548.107,-0.0193390124636989,-0.0018439371329585,-0.0014159737786484364
1551.4499999999998,-0.020091574662579,-0.0019540008224097,-0.0016276223614797283
1554.785,-0.020844136861459,-0.0020416802707092,-0.0018180918477483563
1558.1360000000004,-0.0195898665299923,-0.0021071467959595,-0.0019872451621922743
1561.482,-0.0226001153255125,-0.0021497354162458,-0.0021327302755112863
1564.821,-0.025108655988446,-0.0021696324264607,-0.0022536643299915816
1568.165,-0.0248578019221527,-0.0021672451392788,-0.002349841921353952
1571.5100000000002,-0.0273663425850862,-0.0021430501011937,-0.002420679691098013
