xaxis0,yaxis,eq:p0*p1**x0*cos(p2*x0)_para:[-0.23847398  0.9973566   0.02666617]mse:0.0001373708031128121,eq:p0*p1**x0*cos(p2 + p3*x0)_para:[-0.23041532  0.99770677 -0.48872936  0.02786787]mse:5.366761752955556e-05
0.0,-0.268963410090542,-0.238473981189271,-0.20344063271418264
3.388999999999669,-0.2577861436287462,-0.2353798919957024,-0.21108706904994323
6.770999999999731,-0.2585312947261993,-0.2304302796109876,-0.21672631123911446
10.111999999999624,-0.2493410978576116,-0.2237860212925105,-0.22032487605166917
26.9989999999998,-0.2041352646121263,-0.1669266293674821,-0.2090816035226047
43.8449999999998,-0.1407974213286168,-0.083006964985049,-0.15482071227824068
52.62699999999995,-0.1045334012525682,-0.0345749823316756,-0.11409980590507474
56.02499999999964,-0.0829240194264296,-0.0157800955592603,-0.09681880546290011
59.46000000000004,-0.073982206256993,0.0030100343268784,-0.0787413314619823
62.83299999999963,-0.0560985799181197,0.0211078287178619,-0.060563585958381884
66.23499999999967,-0.0372214187826424,0.0388633910004597,-0.041971902633470656
69.60599999999977,-0.0215732457361282,0.0558294473267223,-0.02346191398595471
104.21799999999983,0.1160313235935356,0.1692219972358963,0.13564636877978445
107.5949999999998,0.1272085900553314,0.1727567911164786,0.14523134665543144
110.98099999999975,0.1329214151358048,0.1748313112003774,0.153404562507991
114.3539999999998,0.1401245424111843,0.1754438329421396,0.16006540735081928
117.71399999999994,0.1438502978984495,0.1746317212475486,0.1651951189358127
155.70299999999995,0.1172732420892906,0.0839400994032695,0.12234632799868224
159.09699999999975,0.1016250690427765,0.0708665774406,0.11102370158577714
162.50199999999995,0.0924348721741889,0.0574013512726051,0.09884415488283323
165.93399999999974,0.0827479079072992,0.0435941436598146,0.08586056310686589
169.32199999999966,0.0725641762421074,0.0298491351089352,0.07247306004528173
172.70399999999972,0.0584063053904994,0.016129050204665,0.05867208180257065
176.0699999999997,0.0467322715304016,0.0025851542253829,0.04463076001830013
207.60899999999992,-0.073485438858691,-0.1009959641651852,-0.07893637082692066
210.98399999999992,-0.0816821009306746,-0.1080242764384585,-0.08909922770915153
214.3579999999997,-0.0856562401170908,-0.1140513555576654,-0.09831638410223528
217.7239999999997,-0.0928593673924704,-0.1190377042673374,-0.10650590452938712
221.0889999999995,-0.0988205761720948,-0.122975720544317,-0.1136323012546474
224.44900000000007,-0.1052785523500212,-0.1258503174412981,-0.11964375343475644
259.7130000000002,-0.101304413163605,-0.0960177149305577,-0.11340894998473909
263.0880000000002,-0.0901271467018092,-0.0883790442317977,-0.10672431851839022
266.44799999999987,-0.0849110890196378,-0.0801973533345858,-0.09923518368182595
269.80700000000024,-0.0809369498332215,-0.0715185823839376,-0.09099465510586413
273.18299999999954,-0.0787014965408623,-0.0623718399178551,-0.08203759197756928
276.56799999999976,-0.0685177648756706,-0.0528558361691641,-0.07246726127736512
279.93899999999985,-0.059824335405385,-0.0431189679636016,-0.06244331746628083
311.5449999999996,0.0166778439331284,0.0458248478754041,0.03751431101214015
314.94799999999987,0.0323260169796425,0.053666172245924,0.04703877583354806
318.31600000000026,0.038783993157569,0.060853998368525,0.05590433401084182
321.6749999999997,0.0484709574244587,0.0674071443296368,0.06412106756876278
325.0399999999995,0.0534386314074791,0.0733137672106513,0.07166392270603436
362.75999999999976,0.0911929536784338,0.088485156682122,0.0982715675419127
366.1460000000002,0.0906961862801317,0.0853307744021508,0.09525415120850247
369.51299999999947,0.0864736633945644,0.0815596448393752,0.09146020088008626
372.88700000000017,0.0780286176234298,0.0771878541470498,0.08691039800696251
376.25800000000027,0.0765383154285237,0.0722731025498226,0.08166844579702269
379.6730000000002,0.0723157925429564,0.0667874529826571,0.07570677760057047
383.0570000000002,0.0680932696573891,0.0609019942745907,0.06921537965554582
415.2099999999996,0.011461786250957,-0.0060714938404141,-0.007692267393134472
418.5819999999999,0.0050038100730306,-0.0130443442547589,-0.01583814670092596
421.9819999999995,-0.0004606313082917,-0.0198432371547559,-0.023783400881981855
465.7069999999999,-0.0697596833714257,-0.0687601377803913,-0.07886422693792376
469.13499999999976,-0.0712499855663318,-0.0687803239786658,-0.0784638378187805
472.5279999999998,-0.0729886714603889,-0.0682339147196589,-0.07736979399634383
475.8960000000002,-0.0719951366637849,-0.0671485998557182,-0.07561756483514095
479.2890000000002,-0.0692629159731237,-0.0655268775884359,-0.07320714652587407
482.69299999999976,-0.0660339278841604,-0.0633898197459383,-0.07016984149232802
486.0639999999999,-0.0615630212994421,-0.0607962097349347,-0.06658709665406566
489.422,-0.0650403930875564,-0.0577696385602965,-0.06248956990857971
492.7710000000002,-0.0613146376002911,-0.0543427898104338,-0.05792129668757541
522.1330000000003,-0.0153636532573528,-0.0127082783063625,-0.005217947499432602
525.5269999999996,-0.0108927466726345,-0.0073022654894915,0.001338881726643451
528.9059999999995,-0.0051799215921611,-0.0019562805424375,0.007754217147886072
532.2649999999999,0.0007812871874633,0.0032799510848679,0.013965760762285546
535.6330000000003,0.0042586589755775,0.0084110909352215,0.01997578908078989
552.5239999999999,0.0303389473864344,0.0310354519066979,0.04519436012109266
574.1759999999999,0.0564192357972913,0.0481130014079926,0.06048486732167739
577.538,0.053190247708328,0.0492847100816418,0.06086929587209635
580.9459999999995,0.0549289336023852,0.0500469703825716,0.06070859364394098
584.3709999999996,0.0569160031955933,0.0503828371220376,0.059998926680440406
587.752,0.0556740846998382,0.0502962146956383,0.05877403726940145
591.1299999999997,0.0566676194964423,0.0498028353823751,0.05704889365889534
594.5250000000001,0.0546805499032341,0.0489085666422075,0.054833358311324056
597.9069999999997,0.052445096610875,0.0476349277357701,0.05217319025630361
601.2859999999996,0.0544321662040831,0.045997997280809,0.04909427888465445
604.663,0.0519483292125729,0.044017833277076,0.045630353787791754
608.0529999999994,0.0477258063270056,0.0417062771082369,0.041800980841581584
611.4169999999999,0.0442484345388914,0.0391160651967705,0.03769119715436528
614.7829999999999,0.0370453072635119,0.0362549570797562,0.033311039555344986
618.1590000000001,0.0425097486448343,0.0331426729683262,0.028691475136694962
629.1109999999994,0.0256196571025651,0.0217360176530537,0.012682908401387506
632.5009999999997,0.0154359254373733,0.0179175575219244,0.0075812968591336925
635.8699999999994,0.0119585536492591,0.0140448838587171,0.0025223435310292937
