xaxis0,yaxis,eq:p0*p1**x0*cos(p2*x0)_para:[-0.18273428  0.99754948  0.01875097]mse:0.0001440585584903722,eq:p0*p1**x0*cos(p2 + p3*x0)_para:[-0.16982957  0.99792434 -0.38966226  0.01957628]mse:8.478034902136378e-05
112.4390000000003,0.0125387670790463,0.071007396824052,0.03204694077229045
115.79299999999968,0.0222429672428817,0.0777115393044624,0.04026331841903114
119.15700000000106,0.0284636083735454,0.0840143702789384,0.0482148946356762
122.51800000000004,0.034186598213756,0.089871884633332,0.055839522813427654
125.884,0.0401584136991932,0.0952813111937302,0.06312627830041731
129.25,0.0456325778941773,0.1002193622779927,0.07003666590257918
144.20600000000013,0.0660362808027544,0.1161933280934605,0.0955909613662227
147.59400000000096,0.0722569219334181,0.1184215212301464,0.10009968570575324
150.95399999999972,0.0732522245143243,0.1201190410973298,0.10407237876946882
154.32500000000073,0.0752428296761367,0.1213110354918247,0.10754847527799324
157.6959999999999,0.0782287374188553,0.1219947053325597,0.11050605157419087
161.0660000000007,0.0832052503233863,0.1221756556357228,0.11293874759049999
164.4449999999997,0.0827075990329332,0.121860182979661,0.11484855681855019
167.8109999999997,0.0834540759686128,0.1210606068348915,0.11622299419865646
171.1790000000001,0.0856935067756518,0.1197869137447647,0.11707210273683748
174.55199999999968,0.0854446811304252,0.1180494136851367,0.11739861727792626
177.92000000000007,0.0861911580661049,0.1158678080168916,0.11720741896546938
181.29100000000108,0.0896747170992765,0.1132534370068666,0.11650654893817361
196.53499999999983,0.0809658195163473,0.0965589682407117,0.10729623809440579
199.90400000000045,0.0779799117736287,0.0919192980132382,0.10401892555247118
203.27200000000084,0.0749940040309101,0.0869872944893791,0.10033413257000892
206.64199999999985,0.0742475270952305,0.0817831126872271,0.09626017715535386
210.00500000000105,0.0705151424168323,0.0763465210195402,0.09183188945091782
213.3690000000006,0.0672804090288871,0.0706910465224661,0.0870640325234774
216.737000000001,0.0632991987052623,0.064837465591248,0.0819771070600122
220.10100000000057,0.0637968499957154,0.0588262952810094,0.07660968517933994
223.46900000000096,0.0543414754771065,0.0526701208001218,0.07097641579221699
226.83700000000127,0.0503602651534818,0.0464030180074694,0.065111707537842
230.2070000000004,0.0481208343464428,0.0400482199727051,0.05904071278174789
233.5660000000007,0.0406560649896463,0.0336573770153205,0.052816826962168884
246.9920000000002,0.0147781978860852,0.0080707616641554,0.02680762691215768
250.3680000000004,0.0147781978860852,0.0017544332741234,0.020131557316058927
253.72400000000016,0.0053228233674763,-0.00442869392326,0.013499677796627408
257.10100000000057,-0.0006489921179608,-0.0105306719643452,0.006860027564914128
260.46900000000096,-0.0058743306677183,-0.0164741150991646,0.00030022972341510484
263.8370000000013,-0.0138367513149679,-0.0222538807775929,-0.006169705513213717
267.20700000000033,-0.0188132642194989,-0.0278526702054454,-0.012526525645148556
270.5670000000009,-0.0255315566406157,-0.0332317930459124,-0.01872201133964232
273.9290000000001,-0.029761592609467,-0.0383929303729302,-0.024753809662543074
277.3199999999997,-0.0357334080949042,-0.043357133757344,-0.03064376134756588
280.6990000000005,-0.0414563979351148,-0.0480464812438128,-0.0362960819419587
284.0560000000005,-0.0464329108396458,-0.0524363631629125,-0.04167572814549371
299.0660000000007,-0.060118321327106,-0.0684691619783626,-0.06235616800682644
302.4440000000013,-0.0663389624577698,-0.0712111444649735,-0.06615445399290723
305.8109999999997,-0.0683295676195822,-0.0736126508627387,-0.06959870964265291
309.1779999999999,-0.0675830906839025,-0.0756789161107122,-0.07269156639154435
312.54399999999987,-0.075047860040699,-0.0774066652145613,-0.07542366036783223
315.90300000000025,-0.0745502087502459,-0.0787926204210282,-0.07778451728138121
319.26800000000003,-0.0770384652025114,-0.0798422750058822,-0.0797782309514728
322.6419999999998,-0.077287290847738,-0.0805556429721359,-0.08140055596850909
326.0060000000012,-0.0767896395572848,-0.0809315368314517,-0.08264068285088813
329.3700000000008,-0.077287290847738,-0.0809765456010462,-0.083503810899635
332.7390000000014,-0.0767896395572848,-0.0806952494522639,-0.08399186262419965
336.1110000000008,-0.0760431626216052,-0.0800931475671312,-0.08410631678628737
349.987000000001,-0.0698225214909415,-0.0744238391104743,-0.08076558879618737
353.3720000000012,-0.0713154753623008,-0.0723164420415351,-0.07906484020924805
356.7390000000014,-0.0678319163291291,-0.0699632241004118,-0.07705094531754741
360.1110000000008,-0.0636018803602777,-0.067363318222616,-0.07472531868825368
363.46900000000096,-0.0653436598768636,-0.064546704324843,-0.07211665359240904
366.83700000000135,-0.0621089264889184,-0.0615087322198786,-0.06922229793363097
370.2080000000005,-0.0591230187461999,-0.0582702073710892,-0.06606316785717845
373.5789999999997,-0.0548929827773485,-0.0548500385425964,-0.06265917948645647
376.95200000000114,-0.0529023776155361,-0.051262813214378,-0.05902640257530546
380.353000000001,-0.0481746903562317,-0.0474961121021354,-0.055153147114352506
383.71900000000096,-0.0459352595491927,-0.043637720618888,-0.05113157408759466
387.0860000000012,-0.0419540492255679,-0.0396660408466832,-0.04694172639397561
401.77599999999984,-0.0257803822858422,-0.0214685320793517,-0.027224152348804577
405.1779999999999,-0.0230433001883502,-0.0171553399236728,-0.0224469127793848
408.54299999999967,-0.017071484702913,-0.0128899927601603,-0.017689213390391582
411.902,-0.0140855769601944,-0.0086502941398145,-0.012929024569767508
415.2690000000002,-0.0108508435722493,-0.0044353385263504,-0.008167414198715832
418.6419999999998,-0.0091090640556634,-0.0002642580249599,-0.0034279524724374873
422.005000000001,-0.0026395972797732,0.0038273676888781,0.0012467381075786568
425.3690000000006,0.0005951361081719,0.0078378562621818,0.005852484474602966
428.737000000001,0.0035810438508905,0.011755826783718,0.010374122678881612
432.1020000000008,0.0085575567554215,0.0155589593605636,0.014783766408271046
435.46900000000096,0.0122899414338197,0.0192394899231481,0.019070280955721317
438.83700000000135,0.0140317209504056,0.022783406734496,0.023215272293907113
452.23099999999977,0.0304542135353578,0.0352894505922233,0.03798220595933271
455.6140000000014,0.0321959930519437,0.0379972815491206,0.04120958164658491
458.97400000000016,0.0344354238589826,0.0404899804601627,0.04419085459149156
462.3410000000004,0.0369236803112481,0.0427843937496057,0.04694433163043497
465.70700000000033,0.0406560649896463,0.0448686487145945,0.04945410211790048
469.0789999999997,0.0423978445062322,0.0467416547480199,0.0517172528006415
472.4530000000013,0.0446372753132711,0.0483964030659396,0.053723800077135016
475.8170000000009,0.046379054829857,0.04982472883831,0.05546235754539278
479.1850000000013,0.0498626138630287,0.0510310521031608,0.05693691201890363
482.5910000000004,0.0488673112821225,0.0520221456567731,0.058154565911077455
485.9500000000007,0.0506090907987083,0.0527739252764773,0.0590844890099034
489.3220000000001,0.0506090907987083,0.0533039028556963,0.05974708766095856
503.3029999999999,0.0528485216057472,0.0531482279582331,0.059637552046259486
506.6810000000005,0.0528485216057472,0.0525616782055822,0.058940801842281246
510.0590000000011,0.0538438241866534,0.0517721204797114,0.05799502854369689
513.4330000000009,0.0523508703152941,0.0507873674576598,0.05680940040633221
516.7890000000007,0.0508579164439349,0.0496205445478469,0.0553996533047822
520.1509999999998,0.0498626138630287,0.0482720611729133,0.05376627878719104
523.5130000000008,0.0493649625725756,0.0467521835475069,0.05192176719408783
526.8790000000008,0.0473743574107632,0.04506771248869,0.04987452121380672
530.2309999999998,0.044139624022818,0.0432377396994363,0.04764799783824548
533.5930000000008,0.0419001932157791,0.0412592760228096,0.04523889211218801
536.9510000000009,0.0416513675705525,0.0391504178324162,0.04266964493010292
540.3240000000005,0.039163111118287,0.0369092710560477,0.03993843615336846
554.3970000000008,0.0297077365996782,0.0264797243773304,0.027234136221550357
557.7659999999996,0.0262241775665065,0.0237865013267451,0.023958727445999847
561.1310000000012,0.0272194801474127,0.0210449970458919,0.020628228667815496
564.4800000000014,0.0152758491765383,0.0182771969163912,0.017270241125086655
567.8460000000014,0.0160223261122179,0.0154675840345656,0.013866908494893207
571.2120000000014,0.0125387670790463,0.0126418609389506,0.010450407678897244
574.5570000000007,0.0112946388529135,0.0098292905294422,0.007057079753627023
577.9160000000011,0.0068157772388356,0.0070117988758851,0.0036661375065218356
581.3050000000003,0.0013416130438515,0.0041874271179497,0.0002764617997747992
584.7030000000013,-0.0011466434084139,0.0013852120361504,-0.003075836571077132
588.0840000000007,-0.0033860742154528,-0.0013626393503989,-0.006351174455675569
591.4500000000007,-0.0058743306677183,-0.0040479163732177,-0.0095388628247157
607.862000000001,-0.0203062180908582,-0.0161068421873016,-0.023631628099054936
611.2250000000004,-0.0245362540597095,-0.0183077354846563,-0.026147716168389113
614.5920000000006,-0.0282686387381077,-0.0204016117160634,-0.02851784051551678
617.9490000000005,-0.0317521977712794,-0.0223734767977526,-0.030724325837946175
621.3240000000005,-0.0334939772878653,-0.0242333083965999,-0.03277753560094785
624.6880000000001,-0.0382216645471697,-0.0259592950793353,-0.034652674347673024
628.0650000000005,-0.0357334080949042,-0.027558760425993,-0.036357131528567725
631.4440000000013,-0.0389681414828494,-0.0290213336974923,-0.0378791771165203
634.8109999999997,-0.039714618418529,-0.0303379369790672,-0.03920921823424518
638.1779999999999,-0.0412075722898883,-0.031511021301232,-0.04034977496957911
641.5429999999997,-0.0441934800326069,-0.0325376566654522,-0.041297999528477985
644.9030000000002,-0.0461840851944193,-0.0334156508873529,-0.042052177472687274
658.3140000000003,-0.0454376082587396,-0.0354426305847758,-0.043145356987963304
661.6959999999999,-0.0456864339039662,-0.0355827109807537,-0.04294438095077192
665.0550000000003,-0.0464329108396458,-0.0355767223981779,-0.04256050175860136
668.4269999999997,-0.0471793877753255,-0.0354276589356702,-0.04199467903003987
671.7939999999999,-0.0441934800326069,-0.0351387487329876,-0.041254262416423555
675.1570000000011,-0.0451887826135131,-0.0347139158310498,-0.0403453898992005
678.5200000000004,-0.04469113132306,-0.0341568319245714,-0.0392735879692331
681.8940000000002,-0.0422028748707945,-0.0334694505528128,-0.03804151729388964
685.2650000000012,-0.0441934800326069,-0.0326590413806627,-0.03666129434983746
688.6869999999999,-0.0427005261612476,-0.0317154124915178,-0.03511594623165947
692.0650000000005,-0.0394657927733025,-0.0306701691635466,-0.033456691323732066
695.4390000000003,-0.0374751876114901,-0.0295194507224232,-0.031675880050043174
711.3330000000005,-0.0282686387381077,-0.022864545803644,-0.021922391884979898
714.719000000001,-0.0257803822858422,-0.0212295574672143,-0.01962039998842914
718.0889999999999,-0.0235409514788033,-0.0195433495649946,-0.01727528210480836
721.4620000000014,-0.0213015206717644,-0.0178045351209784,-0.014885159109670183
724.8289999999997,-0.0180667872838192,-0.0160256473414388,-0.012467485204692865
728.1820000000007,-0.0203062180908582,-0.0142190986274026,-0.010039196319674136
731.5460000000003,-0.0158273564767803,-0.0123792963217024,-0.007593083115958883
734.9050000000007,-0.0115973205079289,-0.0105227183347437,-0.005151498978778415
738.2720000000008,-0.00935788970089,-0.0086499368684931,-0.0027156329240464534
741.6419999999998,-0.0063719819581714,-0.0067714027679359,-0.0002996306712829558
745.005000000001,-0.004381376796359,-0.0049002976435952,0.002079170620268245
748.3690000000006,-0.0021419459893201,-0.0030396157694369,0.004416599509801424
761.6000000000004,0.0100505106267808,0.0040351897415729,0.01302289436865451
764.9719999999998,0.011045813207687,0.0057431142050294,0.015024336215744673
768.3400000000001,0.0132852440147259,0.0073979252058307,0.016930002903924664
771.7039999999997,0.0152758491765383,0.0089939962371896,0.01873322048856834
775.0609999999997,0.0170176286931241,0.0105247254724245,0.02042643301873892
778.4350000000013,0.0195058851453896,0.0119956239395388,0.022015341445474634
781.7920000000013,0.0217453159524286,0.0133870973138925,0.023478609797679368
785.1580000000013,0.0234870954690144,0.0147057644285035,0.024823241646877735
788.523000000001,0.0224917928881082,0.0159433988451551,0.02604065522189784
791.9110000000001,0.0244823980499206,0.017104341078579,0.02713470061411864
795.2759999999998,0.0294589109544516,0.0181695611796115,0.028087583593036484
798.6419999999998,0.0292100853092251,0.019144665533983,0.02890510295387878
802.005000000001,0.0321959930519437,0.0200261445834779,0.029584732004399535
814.875,0.033688946923303,0.0225122151777139,0.030908198615945553
818.232,0.034186598213756,0.0229245389420906,0.03092226791590403
821.6090000000004,0.0354307264398888,0.023240100515143,0.030800963320399492
824.9680000000008,0.0344354238589826,0.0234556163347382,0.030547926823288066
828.3340000000007,0.0351819007946622,0.0235739188780161,0.030164869688114954
831.7010000000009,0.0297077365996782,0.0235955752859015,0.02965548293835907
835.0580000000009,0.033688946923303,0.0235223909980944,0.02902588959016749
838.4340000000011,0.0324448186971702,0.023355211900888,0.028274624607967157
841.7880000000005,0.0329424699876233,0.0230983797835838,0.027415845055483758
845.152,0.0321959930519437,0.0227524508237317,0.026447268016596765
848.5120000000006,0.0321959930519437,0.0223214558398299,0.025378327368235847
851.880000000001,0.031449516116264,0.0218068399664438,0.024211102463011558
855.2300000000014,0.0282147827283189,0.0212163321076071,0.02296138766068964
869.0130000000008,0.023735921114241,0.0180433229247358,0.017034830218065178
872.3829999999998,0.0212476646619755,0.0171075251464282,0.015431495311427736
875.7489999999998,0.0190082338549365,0.0161193928203902,0.01378501691571262
879.1080000000002,0.0147781978860852,0.0150848962064705,0.012104858290899122
882.4660000000003,0.0162711517574445,0.0140072902277374,0.010395958677473052
885.848,0.0122899414338197,0.0128831896515996,0.00865321653281189
889.2160000000003,0.0098016849815542,0.011730200763587,0.006904009682695701
892.6280000000006,0.0075622541745153,0.0105333365033528,0.005126054274197744
895.987000000001,0.0063181259483825,0.0093319820384915,0.0033777044637908252
899.3550000000014,0.0045763464317967,0.0081096484912442,0.00163428911462614
902.715,0.0018392643343046,0.0068776781308581,-8.795241522686026e-05
906.08,0.0008439617533984,0.0056364755506173,-0.0017884366047585508
920.5370000000004,-0.0103531922817962,0.0003398959508337,-0.008653392653614355
923.9050000000008,-0.0135879256697413,-0.0008586272955356,-0.010114509777420006
927.3170000000008,-0.0165738334124599,-0.0020492355870603,-0.011528976855728299
930.6810000000004,-0.0168226590576865,-0.0031954814496571,-0.012853527767471862
934.0580000000008,-0.0165738334124599,-0.0043143806310256,-0.01410841323961837
937.4320000000008,-0.0195597411551785,-0.0053965015053659,-0.015282907385905905
940.7880000000004,-0.0232921258335767,-0.006433621766422,-0.01636852469834502
944.1499999999996,-0.0282686387381077,-0.007429848046372,-0.017369890541067835
947.5130000000008,-0.0237897771240298,-0.008380272971263,-0.018282089272105784
950.8790000000008,-0.0262780335762953,-0.0092823182125832,-0.019102772464576284
954.2309999999998,-0.0257803822858422,-0.0101288741531332,-0.019825970976038484
957.5950000000012,-0.0285174643833343,-0.010924002961455,-0.02045553639921325
970.581,-0.0282686387381077,-0.0134430730778629,-0.0219616992381386
973.9240000000008,-0.0337428029330918,-0.0139423236804643,-0.02211029338687811
977.304,-0.0312545464808263,-0.0143826688507493,-0.022161802202872023
980.669,-0.0282686387381077,-0.0147559956365614,-0.02211561438451779
984.0370000000004,-0.0322498490617325,-0.0150642116639377,-0.02197356013738354
987.411,-0.032001023416506,-0.0153071621952475,-0.02173708696657127
990.785,-0.0307568951903732,-0.0154843406861846,-0.021408710808902064
994.1760000000012,-0.0317521977712794,-0.0155965104948193,-0.02098882469187928
997.536,-0.0302592438999201,-0.0156431121698089,-0.02048698783505648
1000.9030000000002,-0.0275221618024281,-0.0156262332406238,-0.019901829317767645
1004.268,-0.0272733361572015,-0.0155468860403888,-0.019238419988043046
1007.6380000000008,-0.0265268592215219,-0.015406167337205,-0.01849926738295869
1011.0020000000004,-0.024785079704936,-0.0152061297840485,-0.0176910712392729
1024.4210000000005,-0.0205550437360847,-0.013854208002783,-0.0138601734851266
1027.828000000001,-0.0215503463169909,-0.0133813818228979,-0.012758343752919704
1031.1820000000007,-0.0190620898647254,-0.0128697650768993,-0.011633110613750393
1034.5460000000005,-0.0180667872838192,-0.0123134511507175,-0.010469600934228787
1037.9040000000005,-0.0155785308315537,-0.0117179366089013,-0.009278813802869174
1041.2720000000008,-0.012094971798382,-0.0110833677920543,-0.008060628888369541
1044.6419999999998,-0.0135879256697413,-0.0104142172241098,-0.006823460869309917
1048.005000000001,-0.00935788970089,-0.0097155905997968,-0.005576291030442841
1051.3690000000006,-0.0108508435722493,-0.0089892187991571,-0.00432179383418531
1054.7250000000004,-0.0068696332486245,-0.0082404814440957,-0.003068880678536476
1058.1010000000006,-0.004381376796359,-0.0074664250492575,-0.001812602799748973
1061.469000000001,-0.0048790280868121,-0.0066768081598999,-0.0005688180642107193
1075.679,0.0043275207865701,-0.0032329156977135,0.0044560009428084215
1079.063,0.0065669515936091,-0.0024046163411776,0.0055729276370384915
1082.437,0.0070646028840622,-0.0015826221380808,0.006646588165747124
1085.804,0.0080599054649684,-0.0007694184595948,0.007674103931322655
1089.16,0.0098016849815542,3.094920746843369e-05,0.00865075434248975
1092.5330000000013,0.0125387670790463,0.0008220695335866,0.00958094834696463
1095.898000000001,0.0145293722408587,0.0015950711856856,0.010454252080442846
1099.303,0.0135340696599525,0.0023578461641558,0.011279225652365785
1102.6679999999997,0.0162711517574445,0.0030897322815794,0.012033708644292719
1106.036,0.0175152799835772,0.003797847046171,0.01272588164341117
1109.3999999999996,0.0180129312740303,0.004478288156018,0.013352194553544736
1112.7650000000012,0.0197547107906162,0.00512980951003,0.013911839133821659
1124.3240000000003,0.0229894441785613,0.0071178105087982,0.015306775198716264
1127.706,0.0205011877262958,0.0076190597775514,0.0155571616094983
1131.094000000001,0.0239847467594675,0.0080819459988433,0.015735853018552907
1134.4610000000011,0.0219941415976551,0.0085018189976624,0.015842121048214364
1137.8250000000007,0.0234870954690144,0.0088803193966697,0.015877819337023487
1141.1810000000005,0.0239847467594675,0.0092162410419489,0.015844059097894846
1144.541000000001,0.0217453159524286,0.0095101960352747,0.015741952776878947
1147.9040000000005,0.0227406185333348,0.0097614804596904,0.015572710241771655
1151.2659999999996,0.0239847467594675,0.0099694527525163,0.015338138879843359
1154.6370000000006,0.0219941415976551,0.0101344503960866,0.015039244193285211
1157.9950000000008,0.0222429672428817,0.010255523867949,0.014680266573000639
1161.3630000000012,0.0219941415976551,0.0103337839359125,0.014261249760172262
1164.7110000000011,0.0205011877262958,0.0103691146955782,0.013788806245926264
1179.035,0.016519977402671,0.0100582031271511,0.011207972128651877
1182.425000000001,0.0145293722408587,0.0098803358549202,0.010482774380359251
1185.7929999999997,0.0142805465956321,0.0096666601893147,0.009726427952483822
1189.1550000000009,0.0127875927242728,0.0094180825801385,0.008939578998827111
1192.5190000000002,0.011045813207687,0.0091356500942977,0.008124281527686293
1195.902,0.0100505106267808,0.0088193217856474,0.00728013112911879
1199.312,0.0095528593363277,0.0084695289140785,0.006408743413006565
1202.6760000000013,0.0035810438508905,0.0080959217699087,0.005533017337238197
1206.054,0.0068157772388356,0.0076942301987865,0.004641646457055235
1209.4260000000013,0.0033322182056639,0.0072687909423929,0.0037439273525982225
1212.7929999999997,0.0005951361081719,0.0068217090612018,0.0028436610926093095
1216.1530000000002,0.0008439617533984,0.006355523634188,0.0019453701728477635
1228.447,-0.0023907716345466,0.0045148353912712,-0.0012786214144913143
1231.835000000001,-0.0073672845390776,0.0039803526760892,-0.002133300345466211
1235.259,-0.0081137614747572,0.0034326948120161,-0.0029753378125042633
1238.6290000000008,-0.0098555409913431,0.0028886407261417,-0.0037793943011602453
1241.9930000000004,-0.0096067153461165,0.0023428524751391,-0.004554400591392556
1245.3590000000004,-0.0130902743792882,0.0017962748196945,-0.005299252949881693
1248.7270000000008,-0.0160761821220068,0.0012511122028584,-0.006011073081769026
1252.1010000000006,-0.0150808795411006,0.0007088940651668,-0.006687938106372871
1255.469000000001,-0.0175691359933661,0.0001736648613244,-0.007324990650654089
1258.8370000000014,-0.0180667872838192,-0.0003534897873952,-0.007921223443789779
1262.206,-0.0183156129290458,-0.0008707339028825,-0.008474759682154168
1265.5660000000007,-0.022047997607444,-0.0013746610580206,-0.008982297016732475
1268.9260000000013,-0.0215503463169909,-0.0018648450652617,-0.009443784289825462
1283.8670000000002,-0.0227944745431236,-0.0038349965560172,-0.010907739674065733
1287.268,-0.0232921258335767,-0.0042268678377086,-0.011102342998255597
1290.6380000000008,-0.024785079704936,-0.0045916763158741,-0.011243752069600347
1294.0020000000004,-0.0225456488978971,-0.0049314288380297,-0.011333954327666325
1297.389000000001,-0.0235409514788033,-0.0052478923788083,-0.011373658817061715
1300.7540000000008,-0.0222968232526705,-0.0055359996653329,-0.011362849418807977
1304.1450000000004,-0.0210526950265378,-0.005799074174937,-0.011302037130069893
1307.4750000000004,-0.0198085668004051,-0.0060301870004721,-0.011194486996278721
1310.835000000001,-0.0222968232526705,-0.0062355516533094,-0.011039062837658431
1314.2039999999995,-0.0227944745431236,-0.0064130335998384,-0.010837248953620888
1317.5650000000005,-0.0210526950265378,-0.0065614784759097,-0.010591556538210319
1320.925000000001,-0.0200573924456316,-0.0066811831784368,-0.010303334507318301
1332.255000000001,-0.0158273564767803,-0.0068740990352376,-0.009042936286792187
1335.6540000000005,-0.0165738334124599,-0.0068695326516574,-0.008586612335045735
1339.023000000001,-0.014334402605421,-0.006837313511343,-0.00810296659036944
1342.3900000000012,-0.0133391000245148,-0.0067781502623152,-0.007590975527051386
1345.7540000000008,-0.0133391000245148,-0.006692799006545,-0.00705348182337069
1349.1200000000008,-0.0123437974436086,-0.0065819175282388,-0.006492402125228868
1352.4800000000014,-0.0101043666365696,-0.0064466746910684,-0.0059118706936550115
1355.8460000000014,-0.00935788970089,-0.006287533736795,-0.005312629779580195
1359.2120000000014,-0.0076161101843041,-0.0061057416736702,-0.004698556261342469
1362.5660000000007,-0.0073672845390776,-0.0059031616888456,-0.00407478237640282
1365.923000000001,-0.0051278537320386,-0.0056801345774234,-0.0034414382085657157
1369.303,-0.0041325511511324,-0.0054363331888332,-0.002797551656712989
1372.6670000000013,-0.001644294698867,-0.0051758018785053,-0.0021534178501152494
1386.9040000000005,0.0030833925604374,-0.0039072096025918,0.0005442584504433013
1390.282000000001,0.0023369156247577,-0.003574648697561,0.0011627228326424799
1393.6509999999998,0.0055716490127029,-0.0032340134313315,0.0017658711746396352
1397.0200000000004,0.0070646028840622,-0.0028859485743322,0.002352923409567273
1400.3870000000006,0.0078110798197418,-0.0025321882451409,0.0029212083217461755
1403.7839999999997,0.0083087311101949,-0.0021708403223213,0.0034736371843731386
1407.157000000001,0.0098016849815542,-0.0018091647051735,0.003999249349167378
1410.5169999999998,0.0117922901433666,-0.0014475281510778,0.004498161351508969
1413.8829999999998,0.0107969875624604,-0.0010853663356163,0.004971437707432625
1417.2350000000006,0.013782895305179,-0.0007262717219891,0.005414680477827861
1420.603000000001,0.0132852440147259,-0.0003684513230941,0.005830287410536698
1423.960000000001,0.0117922901433666,-1.615985860823193e-05,0.006213471921752018
1435.2470000000012,0.0150270235313117,0.0011192253378976,0.0072594505422404745
1438.616,0.0162711517574445,0.001438625962088,0.007495784879730129
1441.9760000000006,0.0155246748217648,0.0017461920873333,0.007695616497925481
1445.3420000000006,0.0170176286931241,0.0020422552680427,0.007859512773351344
1448.7080000000003,0.0157735004669914,0.0023252644097531,0.007986874869473198
1452.0789999999995,0.0172664543383507,0.0025946852655251,0.008077762801364862
1455.4520000000011,0.0167688030478976,0.0028493784147433,0.008132094656829215
1458.8160000000007,0.0155246748217648,0.0030877805682811,0.008150077595413903
1462.184000000001,0.0172664543383507,0.0033101443266371,0.008132286697901132
1465.545,0.0147781978860852,0.0035151412132286,0.008079400866945377
1468.9060000000009,0.0162711517574445,0.0037027057148961,0.007992136697509913
1472.2720000000008,0.01875940820971,0.0038726105971505,0.007871146070979666
1475.6409999999996,0.0150270235313117,0.0040243020645925,0.007717376643508543
1487.2900000000009,0.011045813207687,0.0044035664627084,0.006950606795658122
1490.6810000000005,0.011045813207687,0.0044710922172547,0.006664539236178073
1494.0560000000005,0.0058204746579294,0.0045190938450592,0.006354521326843038
1497.428,0.0085575567554215,0.0045480389752779,0.006021282122383321
1500.7830000000013,0.0073134285292887,0.0045581696316611,0.005668182288018051
1504.1470000000008,0.0053228233674763,0.0045498964203477,0.005294401041562741
1507.5330000000013,0.0055716490127029,0.0045232711768763,0.004900143355769394
1510.9009999999998,0.003829869496117,0.0044789819176147,0.00449200289277234
1514.2659999999996,0.0025857412699843,0.0044174668861224,0.004070313951100885
1517.6370000000006,0.0025857412699843,0.0043390699478363,0.003635967362946508
1520.9950000000008,0.0020880899795312,0.0042448718892182,0.003193497093915928
1524.362000000001,0.001092787398625,0.0041349275832781,0.0027420895520182194
1527.7110000000011,-0.0006489921179608,0.0040108694255566,0.0022874500968971816
1544.17,-0.0078649358295307,0.003213975015617,3.9047891102260646e-05
1547.544,-0.007118458893851,0.0030180217116681,-0.00041117493310392674
1550.9050000000009,-0.0086114127652103,0.0028139101512074,-0.0008516426879724392
1554.2700000000004,-0.00935788970089,0.0026016100825665,-0.0012828060225590434
1557.6409999999996,-0.0110996692174758,0.0023819452590482,-0.0017031307385243697
1561.0020000000004,-0.0135879256697413,0.0021569644630773,-0.00210897661897439
1564.3690000000006,-0.0130902743792882,0.0019266101593221,-0.0025007120720746193
1567.7350000000006,-0.0138367513149679,0.0016923565048106,-0.002875989182517922
1571.1010000000006,-0.0138367513149679,0.0014551417960787,-0.0032335178083223257
1574.4660000000003,-0.014334402605421,0.001216038719223,-0.0035718885085984776
1577.8370000000014,-0.0145832282506475,0.0009755408766716,-0.0038905491755516232
1581.2039999999995,-0.0185644385742723,0.0007353430038444,-0.004187429268265731
1596.4680000000008,-0.017071484702913,-0.0003275380516074,-0.005240488117930773
