xaxis0,yaxis,eq:p0*p1**x0*cos(p2*x0)_para:[-0.15518698  0.99788488  0.01920322]mse:9.838666417433038e-05,eq:p0*p1**x0*cos(p2 + p3*x0)_para:[-0.14646794  0.99812803 -0.33354154  0.01982224]mse:6.215500628793391e-05
0.0,-0.221356750430989,-0.1551869791409798,-0.13839591294000048
3.363000000000284,-0.2106557190088197,-0.1537646604422191,-0.14039529237976178
6.708999999999833,-0.1999546875866505,-0.1517300750549154,-0.14173915942218324
10.038000000000466,-0.1904979621438033,-0.1491096368452471,-0.14243940008869024
13.384000000000016,-0.1860184606182441,-0.1458958779029099,-0.14250803812884083
16.728000000000065,-0.1693447604953292,-0.1421245983132625,-0.1419480239835079
20.065999999999804,-0.1690958992994648,-0.1378257297273393,-0.14077254046575094
23.41800000000057,-0.1621277858152616,-0.1329970422270838,-0.13898524838795365
26.76900000000024,-0.1526710603724144,-0.1276844428810037,-0.13660608562650833
30.114000000000487,-0.1434631961254316,-0.1219262248227653,-0.13365831154375715
33.462000000000444,-0.138734833404008,-0.1157378405350768,-0.13015492891189617
47.28999999999997,-0.1088714899002799,-0.0863785753644007,-0.11034220961069784
50.63799999999992,-0.1011567928284834,-0.0785301597061101,-0.10439471450978388
54.00200000000041,-0.0994147644574326,-0.0704271158798895,-0.0980294014228615
57.34799999999996,-0.0849808150972974,-0.0621881649673648,-0.0913438306271868
60.7440000000006,-0.0792570075924162,-0.0536810556807692,-0.08423190858328294
64.08300000000054,-0.0740309224792638,-0.0452113522227556,-0.07695389348251985
67.4409999999998,-0.0660673642116029,-0.0366251101182869,-0.06938504140060693
70.78800000000047,-0.0588503895315353,-0.0280353417455453,-0.06162853046546817
74.14199999999983,-0.0511356924597389,-0.0194321813064618,-0.05368007135618021
77.48800000000028,-0.0434209953879425,-0.0108897120366611,-0.04561251046110021
80.83500000000004,-0.0376971878830613,-0.002419745841592,-0.03744191882128653
84.17500000000018,-0.0289870460278073,0.0059237109347202,-0.029225249687371724
87.53200000000015,-0.023263238522926,0.0141668340172025,-0.020940430341485745
103.29799999999976,0.0088398557435815,0.0500332235668451,0.017231480198635685
106.64699999999992,0.0133193572691407,0.056865887922729,0.024960702241271077
109.9960000000001,0.020287470753344,0.0633660418235312,0.032483278622663064
113.34500000000024,0.0270067230416828,0.0695113578076316,0.039768560249461266
116.6869999999999,0.0304907797837844,0.0752696418743703,0.04677295536836668
120.03099999999996,0.0369611708762588,0.0806386320190401,0.05348836722140353
123.38100000000033,0.0436804231645976,0.0856065702690471,0.05989577567411138
126.72699999999986,0.046417896319106,0.0901434355207035,0.06595151408186929
130.0650000000005,0.0518928426281228,0.0942332980376503,0.0716278639809955
133.41700000000037,0.0553768993702245,0.0978910765607578,0.07694070261565275
136.76800000000003,0.0583632337205973,0.1010889256136845,0.08184537543193156
140.11099999999988,0.0630915964420209,0.1038152004178827,0.08631672701617654
155.46300000000065,0.0752857950393765,0.1103006441475521,0.10108908970362672
158.84100000000035,0.0767789622145629,0.1104022072643463,0.10301653559765019
162.20899999999983,0.0780232681938849,0.1100373978539256,0.1044532938893151
165.5659999999998,0.0787698517814781,0.1092187563576937,0.10540312079958174
168.91100000000006,0.0790187129773425,0.1079609683002384,0.10587247084258812
172.2550000000001,0.0782721293897493,0.1062738991294591,0.10586953140844375
175.59699999999975,0.0782721293897493,0.1041716479833407,0.10540082413171156
178.96500000000017,0.0795164353690713,0.1016468672503263,0.10446536670843552
182.29799999999972,0.0780232681938849,0.0987629414840182,0.10309174757988561
185.64100000000053,0.0765301010186985,0.095502661480915,0.10127809652332471
188.98599999999988,0.0730460442765969,0.0918905268045571,0.09903982515553363
192.33600000000024,0.0732949054724613,0.0879421467655231,0.09638877538722136
205.84500000000023,0.0615984292668345,0.0691052700858899,0.08190698388928043
209.2070000000004,0.0608518456792413,0.0638099237474639,0.07746248810334136
212.5610000000006,0.0561234829578177,0.058335498426785,0.07274042998393598
215.9110000000001,0.051395120236394,0.0527019724422271,0.06776120145171773
219.2539999999999,0.0469156187108348,0.0469408715316074,0.06255574966174704
222.598,0.04268497838114,0.0410646262021178,0.05713813891224531
225.9440000000004,0.03646344848453,0.0350972923034853,0.05153297305879941
229.29300000000052,0.0317350857631064,0.0290629117563426,0.045765213419018576
232.63500000000025,0.0257624170623608,0.0230054503021956,0.03987969285698964
235.98500000000053,0.0195408871657508,0.0169234007144868,0.03387757823522555
239.3330000000005,0.0140659408567339,0.0108602731958258,0.027804265399596947
242.6760000000004,0.0103330229187679,0.0048463533021633,0.02169310162559745
246.01900000000023,0.0031160482387003,-0.0011030953398211,0.015562545210849613
262.03000000000065,-0.022018932543604,-0.0279813264429058,-0.01322688718138212
265.4719999999997,-0.0277427400484853,-0.0332645422547858,-0.01911695800506117
268.8209999999999,-0.0334665475533665,-0.0381916863448292,-0.02469005143295722
272.1770000000006,-0.0384437714706545,-0.0429003211802926,-0.03009565863471061
275.5330000000004,-0.0429232729962137,-0.0473635061020946,-0.03530022495160333
278.8780000000006,-0.0436698565838069,-0.0515527479776814,-0.04026722979409287
282.223,-0.0503891088721457,-0.0554693609542763,-0.04499492826650555
285.5799999999999,-0.0531265820266541,-0.0591134450791592,-0.04948102403816092
288.9290000000001,-0.0551174715935693,-0.0624516781755302,-0.05368175009930268
292.27500000000055,-0.0605924179025861,-0.0654808228817847,-0.057589609747476816
295.6220000000003,-0.0625833074695013,-0.0681965079319169,-0.06119589320784588
298.9499999999998,-0.0643253358405522,-0.0705782607747378,-0.06446947839767186
311.89100000000053,-0.076021812046179,-0.0767403300527308,-0.07406589946872225
315.2480000000005,-0.0737820612833994,-0.0775240603009661,-0.07570891629265651
318.6000000000004,-0.0732843388916706,-0.077972638835587,-0.07699375169390937
321.9470000000001,-0.0732843388916706,-0.0780903882894259,-0.0779207501673333
325.2960000000003,-0.0732843388916706,-0.0778821594884522,-0.07849267260904443
328.6390000000001,-0.0725377553040774,-0.0773544723739163,-0.07871069309496449
331.9890000000005,-0.074777506066857,-0.0765118377308596,-0.07857894607306548
335.33100000000013,-0.0727866164999418,-0.0753660577575769,-0.07810310906994448
338.6770000000006,-0.0700491433454334,-0.0739226171856047,-0.07728848469583148
342.02000000000044,-0.0695514209537046,-0.0721945406683704,-0.07614441841176951
345.366,-0.0670628089950605,-0.070189920860059,-0.07467801844641944
348.71300000000065,-0.0663162254074674,-0.0679216517181699,-0.07290005888553282
352.03800000000047,-0.0623344462736369,-0.0654207473315584,-0.07083725785034878
365.47400000000016,-0.0538731656142473,-0.0530945089710293,-0.059767338839835565
368.8519999999999,-0.0501402476762813,-0.0495156330339252,-0.056373259659397136
372.201,-0.0479004969135017,-0.0458109816194484,-0.052800355052615065
375.5569999999998,-0.0449141625631289,-0.0419599777853757,-0.04903075126549281
378.9040000000005,-0.0441675789755357,-0.0379990311510292,-0.04510156918910959
382.2520000000004,-0.0381949102747901,-0.0339348938543085,-0.041021151450608535
385.59500000000025,-0.0362040207078749,-0.0297932938818096,-0.03681690625089457
388.9290000000001,-0.0334665475533665,-0.0255979509511245,-0.03251470939007775
392.27599999999984,-0.0279916012443497,-0.0213393970069184,-0.028106325859566045
395.6220000000003,-0.0250052668939768,-0.01705349437976,-0.023630241490499485
398.9490000000005,-0.0165439862345872,-0.0127815487521349,-0.019131536486822785
402.2970000000005,-0.017041708626316,-0.0084900926201959,-0.014576557576381745
415.6840000000002,-0.002110036874452,0.008246663802081,0.0035115479220796894
419.0479999999998,0.0038626318262935,0.0122622401518781,0.007926366077931894
422.3919999999998,0.0058535213932087,0.0161467279437391,0.012225150628909743
425.7460000000001,0.0098353005270391,0.0199207575438825,0.016428920499912663
429.08399999999983,0.0163056916195136,0.0235415309371524,0.020488271094816598
432.4400000000005,0.0180477199905644,0.0270326035976352,0.024427980802072497
435.7849999999999,0.0160568304236492,0.0303509830975815,0.028197984846006982
439.1280000000006,0.0135682184650051,0.0334950448535653,0.031794677339060246
442.4750000000004,0.026509000649954,0.0364596558418188,0.03521062689289209
445.8230000000003,0.0280021678251404,0.0392320228879637,0.038429593304909124
449.1819999999998,0.0337259753300216,0.0418105419810869,0.041448316448511484
452.53700000000026,0.0334771141341572,0.0441751831092279,0.044241921017376895
455.8829999999998,0.0382054768555808,0.0463167876012799,0.04679795513211163
471.66100000000006,0.0486576470818856,0.0533513376187623,0.05553353907062801
475.0169999999998,0.0461690351232416,0.054176513588833,0.05665315725979541
478.366,0.046417896319106,0.054763010647018,0.057506003612392616
481.70899999999983,0.0481599246901568,0.0551132753710123,0.05809339876745151
485.03700000000026,0.050150814257072,0.0552304139745128,0.05841693422513627
488.384,0.0469156187108348,0.0551179910038812,0.05848128513181707
491.72600000000057,0.0523905650198517,0.0547790672688942,0.05828731795237066
495.0640000000003,0.050150814257072,0.0542190334069886,0.05784007398199936
498.41300000000047,0.0518928426281228,0.0534401299752346,0.0571418908078784
501.7610000000004,0.0491553694736144,0.0524504635033354,0.056200343142118137
505.1019999999999,0.0469156187108348,0.0512596162109685,0.05502515597245702
508.4549999999999,0.0441781455563264,0.0498681933045986,0.0536172704950163
522.1670000000004,0.0416895335976824,0.0423229150635311,0.045683408597977024
525.5150000000003,0.0409429500100892,0.040080028218551,0.04327240984734257
528.8670000000002,0.0357168648969368,0.0376993553758713,0.040697292408989005
532.2150000000001,0.0342236977217504,0.0351983632702196,0.03797757580991233
